city,latitude,longitude,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,shortwave_radiation_sum,wind_speed_10m_max,wind_gusts_10m_max
Ho Chi Minh City,10.82,106.63,2020-01-01,33.9,23.1,28.8,0.0,20.82,18.3,33.8
Ho Chi Minh City,10.82,106.63,2020-01-02,33.8,22.9,28.6,0.0,18.64,16.0,30.2
Ho Chi Minh City,10.82,106.63,2020-01-03,33.6,23.1,28.4,0.0,18.72,14.1,27.7
Ho Chi Minh City,10.82,106.63,2020-01-04,33.5,23.5,27.8,0.0,16.95,12.7,23.4
Ho Chi Minh City,10.82,106.63,2020-01-05,33.0,22.8,27.6,0.0,21.11,14.7,24.1
Ho Chi Minh City,10.82,106.63,2020-01-06,34.0,22.0,27.7,0.0,19.4,15.2,28.8
Ho Chi Minh City,10.82,106.63,2020-01-07,34.3,24.2,29.0,0.3,19.47,14.5,25.6
Ho Chi Minh City,10.82,106.63,2020-01-08,35.5,25.2,29.7,0.0,18.35,12.9,29.9
Ho Chi Minh City,10.82,106.63,2020-01-09,34.9,24.5,28.9,0.2,20.52,15.0,27.4
Ho Chi Minh City,10.82,106.63,2020-01-10,34.2,24.6,28.9,0.0,19.32,16.0,26.6
Ho Chi Minh City,10.82,106.63,2020-01-11,32.5,24.2,28.0,0.1,17.71,16.0,26.6
Ho Chi Minh City,10.82,106.63,2020-01-12,31.5,24.8,27.3,0.9,13.73,17.6,29.5
Ho Chi Minh City,10.82,106.63,2020-01-13,33.0,22.2,27.3,0.0,21.31,17.3,28.4
Ho Chi Minh City,10.82,106.63,2020-01-14,33.4,22.3,27.1,0.0,21.69,21.5,37.4
Ho Chi Minh City,10.82,106.63,2020-01-15,33.2,21.6,27.0,0.0,21.83,17.1,32.4
Ho Chi Minh City,10.82,106.63,2020-01-16,34.0,22.2,27.9,0.0,20.29,15.9,26.6
Ho Chi Minh City,10.82,106.63,2020-01-17,33.8,23.5,28.0,0.0,19.74,19.4,34.2
Ho Chi Minh City,10.82,106.63,2020-01-18,32.3,23.7,27.4,0.1,16.53,17.1,27.7
Ho Chi Minh City,10.82,106.63,2020-01-19,33.8,23.1,27.8,0.0,20.66,16.8,26.3
Ho Chi Minh City,10.82,106.63,2020-01-20,34.6,23.4,28.2,0.0,21.52,19.1,32.4
Ho Chi Minh City,10.82,106.63,2020-01-21,35.1,24.1,28.7,0.0,21.89,19.2,33.8
Ho Chi Minh City,10.82,106.63,2020-01-22,35.0,23.6,28.7,0.0,20.39,20.4,34.2
Ho Chi Minh City,10.82,106.63,2020-01-23,34.8,24.2,28.5,0.0,19.88,20.0,36.4
Ho Chi Minh City,10.82,106.63,2020-01-24,35.6,22.9,28.2,0.0,22.11,24.0,41.0
Ho Chi Minh City,10.82,106.63,2020-01-25,33.0,23.8,27.5,0.0,18.57,19.7,34.9
Ho Chi Minh City,10.82,106.63,2020-01-26,34.0,23.0,27.4,0.0,21.54,21.0,38.2
Ho Chi Minh City,10.82,106.63,2020-01-27,32.8,23.5,26.9,0.4,19.12,21.9,38.9
Ho Chi Minh City,10.82,106.63,2020-01-28,33.6,22.7,26.9,0.0,20.17,23.1,42.5
Ho Chi Minh City,10.82,106.63,2020-01-29,32.8,22.0,26.6,0.0,19.28,21.1,36.7
Ho Chi Minh City,10.82,106.63,2020-01-30,31.9,23.4,27.1,0.4,16.85,16.1,31.3
Ho Chi Minh City,10.82,106.63,2020-01-31,31.6,23.5,26.8,0.4,17.94,16.8,27.7
Ho Chi Minh City,10.82,106.63,2020-02-01,33.2,22.7,26.6,0.0,22.33,21.7,37.4
Ho Chi Minh City,10.82,106.63,2020-02-02,32.5,21.4,26.3,0.0,22.76,18.5,30.6
Ho Chi Minh City,10.82,106.63,2020-02-03,34.0,21.5,26.9,0.0,23.38,21.3,37.4
Ho Chi Minh City,10.82,106.63,2020-02-04,34.0,22.7,27.6,0.0,22.19,19.6,34.2
Ho Chi Minh City,10.82,106.63,2020-02-05,34.5,22.5,27.6,0.0,23.13,18.4,32.4
Ho Chi Minh City,10.82,106.63,2020-02-06,33.0,21.4,26.6,0.0,23.12,22.0,37.4
Ho Chi Minh City,10.82,106.63,2020-02-07,34.2,21.4,27.1,0.0,23.39,18.9,32.8
Ho Chi Minh City,10.82,106.63,2020-02-08,33.3,21.5,27.9,0.0,19.04,11.2,28.1
Ho Chi Minh City,10.82,106.63,2020-02-09,30.7,25.2,27.8,0.4,10.26,21.5,33.8
Ho Chi Minh City,10.82,106.63,2020-02-10,32.0,23.4,27.7,0.0,15.47,13.0,27.4
Ho Chi Minh City,10.82,106.63,2020-02-11,35.0,23.7,28.9,0.0,20.82,21.5,36.0
Ho Chi Minh City,10.82,106.63,2020-02-12,34.7,24.9,29.1,0.3,20.44,21.2,36.4
Ho Chi Minh City,10.82,106.63,2020-02-13,35.8,24.5,28.4,0.0,21.61,24.4,42.5
Ho Chi Minh City,10.82,106.63,2020-02-14,33.5,24.5,27.7,0.0,19.81,22.0,40.7
Ho Chi Minh City,10.82,106.63,2020-02-15,33.1,23.5,27.6,0.0,18.64,19.6,36.0
Ho Chi Minh City,10.82,106.63,2020-02-16,34.5,23.7,28.4,0.0,19.19,18.6,31.7
Ho Chi Minh City,10.82,106.63,2020-02-17,33.6,25.5,28.7,2.2,19.03,20.5,32.8
Ho Chi Minh City,10.82,106.63,2020-02-18,33.5,24.9,28.3,1.2,20.26,18.6,31.7
Ho Chi Minh City,10.82,106.63,2020-02-19,34.7,22.3,28.2,0.0,24.02,18.4,35.6
Ho Chi Minh City,10.82,106.63,2020-02-20,35.0,22.6,28.5,0.0,23.9,17.7,34.9
Ho Chi Minh City,10.82,106.63,2020-02-21,35.8,23.4,29.3,0.0,21.88,17.9,33.1
Ho Chi Minh City,10.82,106.63,2020-02-22,35.2,22.0,28.4,0.0,22.93,20.9,38.5
Ho Chi Minh City,10.82,106.63,2020-02-23,34.7,22.6,28.3,0.0,24.13,21.9,37.4
Ho Chi Minh City,10.82,106.63,2020-02-24,35.7,23.1,28.5,0.0,24.43,23.8,40.0
Ho Chi Minh City,10.82,106.63,2020-02-25,35.2,23.2,28.6,0.0,22.36,24.4,43.6
Ho Chi Minh City,10.82,106.63,2020-02-26,35.8,24.9,29.5,0.2,22.36,23.3,38.9
Ho Chi Minh City,10.82,106.63,2020-02-27,36.2,24.5,29.5,0.0,22.92,19.9,34.9
Ho Chi Minh City,10.82,106.63,2020-02-28,35.2,23.9,28.8,0.0,24.17,25.5,42.1
Ho Chi Minh City,10.82,106.63,2020-02-29,35.6,24.1,28.7,0.0,22.09,22.2,41.4
Ho Chi Minh City,10.82,106.63,2020-03-01,35.2,24.5,28.9,0.1,21.78,22.6,38.2
Ho Chi Minh City,10.82,106.63,2020-03-02,36.1,25.1,29.0,0.0,21.42,23.8,40.3
Ho Chi Minh City,10.82,106.63,2020-03-03,36.1,25.0,29.1,0.0,23.39,22.3,39.6
Ho Chi Minh City,10.82,106.63,2020-03-04,34.8,25.0,28.7,0.0,20.91,21.3,37.4
Ho Chi Minh City,10.82,106.63,2020-03-05,34.5,24.9,28.8,0.1,19.57,23.4,38.5
Ho Chi Minh City,10.82,106.63,2020-03-06,34.3,24.9,28.3,0.0,19.16,20.5,37.4
Ho Chi Minh City,10.82,106.63,2020-03-07,34.8,24.6,28.4,0.0,21.85,20.5,37.1
Ho Chi Minh City,10.82,106.63,2020-03-08,34.8,24.5,29.2,0.0,15.31,15.3,25.6
Ho Chi Minh City,10.82,106.63,2020-03-09,34.7,25.5,29.3,0.8,19.88,14.9,28.4
Ho Chi Minh City,10.82,106.63,2020-03-10,35.2,25.5,29.5,0.1,18.51,17.6,29.9
Ho Chi Minh City,10.82,106.63,2020-03-11,33.0,26.0,28.9,1.5,19.87,20.6,36.7
Ho Chi Minh City,10.82,106.63,2020-03-12,36.8,24.4,29.2,0.0,23.76,24.2,43.9
Ho Chi Minh City,10.82,106.63,2020-03-13,35.5,25.2,29.2,0.0,22.24,22.3,39.6
Ho Chi Minh City,10.82,106.63,2020-03-14,37.2,25.5,29.3,0.0,22.37,26.2,45.7
Ho Chi Minh City,10.82,106.63,2020-03-15,37.1,24.4,29.4,0.1,24.53,26.0,43.6
Ho Chi Minh City,10.82,106.63,2020-03-16,37.7,25.2,30.0,0.0,23.92,27.5,46.4
Ho Chi Minh City,10.82,106.63,2020-03-17,36.2,25.4,29.7,0.0,23.58,22.0,37.4
Ho Chi Minh City,10.82,106.63,2020-03-18,36.3,24.6,29.2,0.0,22.7,23.1,44.6
Ho Chi Minh City,10.82,106.63,2020-03-19,35.5,25.9,29.1,0.0,21.97,25.9,45.7
Ho Chi Minh City,10.82,106.63,2020-03-20,35.5,25.1,29.0,0.0,24.06,24.0,39.6
Ho Chi Minh City,10.82,106.63,2020-03-21,35.7,24.9,29.0,0.0,24.13,23.8,41.0
Ho Chi Minh City,10.82,106.63,2020-03-22,34.8,24.8,28.9,0.7,22.55,19.5,35.6
Ho Chi Minh City,10.82,106.63,2020-03-23,35.2,25.5,29.1,0.1,23.11,21.7,39.2
Ho Chi Minh City,10.82,106.63,2020-03-24,35.0,25.0,28.8,0.1,22.39,21.5,38.2
Ho Chi Minh City,10.82,106.63,2020-03-25,36.0,25.0,29.6,0.0,23.23,22.0,38.2
Ho Chi Minh City,10.82,106.63,2020-03-26,35.5,25.5,29.5,0.1,22.76,23.2,40.3
Ho Chi Minh City,10.82,106.63,2020-03-27,35.7,25.6,29.3,0.1,21.23,20.3,38.2
Ho Chi Minh City,10.82,106.63,2020-03-28,34.8,25.9,29.2,0.2,17.87,19.5,35.3
Ho Chi Minh City,10.82,106.63,2020-03-29,35.5,25.6,29.5,0.0,24.42,23.7,41.0
Ho Chi Minh City,10.82,106.63,2020-03-30,35.3,25.8,29.7,0.1,21.82,17.9,32.4
Ho Chi Minh City,10.82,106.63,2020-03-31,35.5,26.1,29.8,0.7,22.07,20.3,33.1
Ho Chi Minh City,10.82,106.63,2020-04-01,36.3,26.3,29.9,0.2,21.83,23.8,40.7
Ho Chi Minh City,10.82,106.63,2020-04-02,36.1,26.1,30.1,0.0,23.06,21.1,35.3
Ho Chi Minh City,10.82,106.63,2020-04-03,37.0,26.2,30.5,0.0,23.37,27.7,46.1
Ho Chi Minh City,10.82,106.63,2020-04-04,37.2,26.3,30.7,0.0,23.9,24.2,40.0
Ho Chi Minh City,10.82,106.63,2020-04-05,38.8,26.0,31.0,0.0,25.18,27.8,47.2
Ho Chi Minh City,10.82,106.63,2020-04-06,35.5,26.2,30.1,1.2,21.37,19.3,32.8
Ho Chi Minh City,10.82,106.63,2020-04-07,36.0,26.7,30.1,1.0,23.09,19.0,34.9
Ho Chi Minh City,10.82,106.63,2020-04-08,32.2,26.1,28.6,7.7,17.08,18.6,35.3
Ho Chi Minh City,10.82,106.63,2020-04-09,30.7,25.2,27.5,7.4,16.82,14.5,25.9
Ho Chi Minh City,10.82,106.63,2020-04-10,30.8,25.1,27.8,4.2,18.27,12.9,28.8
Ho Chi Minh City,10.82,106.63,2020-04-11,32.2,25.5,28.3,0.7,21.59,16.5,27.4
Ho Chi Minh City,10.82,106.63,2020-04-12,32.3,25.5,28.2,2.4,22.1,15.8,27.7
Ho Chi Minh City,10.82,106.63,2020-04-13,30.0,25.4,27.0,11.0,10.94,15.5,37.1
Ho Chi Minh City,10.82,106.63,2020-04-14,32.0,24.4,27.6,6.8,20.55,11.0,29.5
Ho Chi Minh City,10.82,106.63,2020-04-15,31.7,24.8,27.8,2.1,21.54,15.8,23.8
Ho Chi Minh City,10.82,106.63,2020-04-16,33.6,24.9,28.5,1.1,22.99,16.3,24.5
Ho Chi Minh City,10.82,106.63,2020-04-17,33.1,25.5,28.5,0.5,21.81,15.8,27.7
Ho Chi Minh City,10.82,106.63,2020-04-18,32.8,24.5,28.2,0.3,21.86,17.7,27.7
Ho Chi Minh City,10.82,106.63,2020-04-19,34.0,25.6,28.9,0.2,22.35,17.3,30.2
Ho Chi Minh City,10.82,106.63,2020-04-20,35.0,25.2,29.0,0.0,23.69,20.6,34.6
Ho Chi Minh City,10.82,106.63,2020-04-21,35.5,24.7,29.1,0.0,24.0,22.7,38.5
Ho Chi Minh City,10.82,106.63,2020-04-22,33.8,25.5,29.3,0.2,21.01,16.3,28.1
Ho Chi Minh City,10.82,106.63,2020-04-23,35.5,26.3,30.1,0.4,21.78,18.1,30.2
Ho Chi Minh City,10.82,106.63,2020-04-24,34.5,27.0,29.7,3.2,19.87,15.6,39.2
Ho Chi Minh City,10.82,106.63,2020-04-25,34.5,25.5,29.7,0.4,23.32,15.1,29.2
Ho Chi Minh City,10.82,106.63,2020-04-26,35.2,25.8,29.0,9.2,22.02,16.4,34.6
Ho Chi Minh City,10.82,106.63,2020-04-27,33.0,24.6,28.5,0.2,18.46,12.7,29.9
Ho Chi Minh City,10.82,106.63,2020-04-28,33.2,26.0,29.3,0.1,21.1,16.5,25.2
Ho Chi Minh City,10.82,106.63,2020-04-29,36.7,24.6,30.0,0.0,23.84,16.0,27.0
Ho Chi Minh City,10.82,106.63,2020-04-30,35.5,26.5,30.6,0.2,23.49,18.9,31.0
Ho Chi Minh City,10.82,106.63,2020-05-01,36.8,26.1,30.6,0.0,24.18,22.3,38.9
Ho Chi Minh City,10.82,106.63,2020-05-02,34.9,26.5,30.0,0.0,19.99,19.7,32.4
Ho Chi Minh City,10.82,106.63,2020-05-03,35.2,26.8,30.4,0.1,22.82,19.2,32.8
Ho Chi Minh City,10.82,106.63,2020-05-04,35.0,27.2,30.5,0.6,20.89,16.8,29.9
Ho Chi Minh City,10.82,106.63,2020-05-05,35.5,27.4,30.7,0.2,21.62,18.8,30.2
Ho Chi Minh City,10.82,106.63,2020-05-06,35.5,27.1,30.6,0.4,20.25,17.0,28.8
Ho Chi Minh City,10.82,106.63,2020-05-07,35.8,27.5,30.9,0.5,21.91,18.8,32.8
Ho Chi Minh City,10.82,106.63,2020-05-08,36.2,27.5,30.9,0.9,21.9,19.2,34.2
Ho Chi Minh City,10.82,106.63,2020-05-09,36.8,27.8,31.3,0.5,23.05,18.1,31.7
Ho Chi Minh City,10.82,106.63,2020-05-10,36.8,27.8,31.2,0.1,22.45,22.7,39.2
Ho Chi Minh City,10.82,106.63,2020-05-11,36.2,28.0,31.4,0.0,23.16,16.7,30.6
Ho Chi Minh City,10.82,106.63,2020-05-12,36.7,27.6,31.3,1.3,22.16,16.9,32.0
Ho Chi Minh City,10.82,106.63,2020-05-13,35.8,27.7,31.1,2.7,22.28,19.2,32.4
Ho Chi Minh City,10.82,106.63,2020-05-14,36.0,27.3,31.0,0.4,21.15,17.7,33.8
Ho Chi Minh City,10.82,106.63,2020-05-15,34.5,28.0,30.8,1.2,20.33,18.2,31.7
Ho Chi Minh City,10.82,106.63,2020-05-16,35.3,27.5,30.7,2.4,19.96,10.5,25.2
Ho Chi Minh City,10.82,106.63,2020-05-17,33.4,26.7,30.0,9.1,18.71,8.1,20.5
Ho Chi Minh City,10.82,106.63,2020-05-18,34.8,27.1,30.1,1.7,22.56,14.5,25.9
Ho Chi Minh City,10.82,106.63,2020-05-19,35.0,27.4,30.0,15.6,20.93,15.3,27.4
Ho Chi Minh City,10.82,106.63,2020-05-20,32.0,26.3,28.3,22.1,14.48,13.4,28.4
Ho Chi Minh City,10.82,106.63,2020-05-21,33.7,26.0,29.6,1.0,22.0,15.5,27.0
Ho Chi Minh City,10.82,106.63,2020-05-22,32.8,26.5,29.5,3.9,20.49,11.9,21.6
Ho Chi Minh City,10.82,106.63,2020-05-23,33.0,26.5,28.8,6.0,15.89,14.8,35.3
Ho Chi Minh City,10.82,106.63,2020-05-24,32.5,25.8,28.5,3.5,18.95,16.6,27.4
Ho Chi Minh City,10.82,106.63,2020-05-25,32.1,26.4,28.4,7.6,18.21,10.9,25.2
Ho Chi Minh City,10.82,106.63,2020-05-26,35.1,25.7,30.1,0.0,23.85,11.1,25.2
Ho Chi Minh City,10.82,106.63,2020-05-27,33.7,26.4,29.1,21.1,20.06,14.9,25.6
Ho Chi Minh City,10.82,106.63,2020-05-28,32.0,25.0,27.8,22.7,15.09,10.2,21.6
Ho Chi Minh City,10.82,106.63,2020-05-29,32.5,26.1,28.6,3.3,20.41,15.3,25.6
Ho Chi Minh City,10.82,106.63,2020-05-30,31.9,25.5,28.0,21.2,16.8,9.7,23.0
Ho Chi Minh City,10.82,106.63,2020-05-31,32.2,26.0,28.8,4.0,19.57,11.4,28.4
Ho Chi Minh City,10.82,106.63,2020-06-01,32.3,25.4,28.0,16.5,20.62,14.0,25.9
Ho Chi Minh City,10.82,106.63,2020-06-02,31.2,24.3,27.3,26.3,15.34,10.9,23.0
Ho Chi Minh City,10.82,106.63,2020-06-03,32.6,25.5,27.8,24.8,17.49,12.0,24.5
Ho Chi Minh City,10.82,106.63,2020-06-04,32.2,25.6,27.7,4.2,18.5,15.5,28.8
Ho Chi Minh City,10.82,106.63,2020-06-05,32.5,24.8,27.6,22.4,18.24,12.8,27.4
Ho Chi Minh City,10.82,106.63,2020-06-06,32.0,25.4,27.8,8.6,19.01,11.9,32.4
Ho Chi Minh City,10.82,106.63,2020-06-07,32.5,25.0,28.3,5.2,20.89,11.9,27.4
Ho Chi Minh City,10.82,106.63,2020-06-08,31.6,25.0,28.2,1.3,20.09,10.0,19.8
Ho Chi Minh City,10.82,106.63,2020-06-09,32.0,26.2,28.4,2.8,17.75,10.5,21.6
Ho Chi Minh City,10.82,106.63,2020-06-10,30.3,24.8,26.8,20.3,14.05,10.8,25.9
Ho Chi Minh City,10.82,106.63,2020-06-11,29.3,25.0,26.9,9.6,11.42,8.7,25.6
Ho Chi Minh City,10.82,106.63,2020-06-12,31.5,25.0,27.9,2.4,20.69,15.0,27.4
Ho Chi Minh City,10.82,106.63,2020-06-13,32.0,24.8,27.4,32.7,16.84,17.6,32.8
Ho Chi Minh City,10.82,106.63,2020-06-14,30.7,25.2,26.6,20.8,13.83,16.7,31.3
Ho Chi Minh City,10.82,106.63,2020-06-15,31.1,25.0,26.9,17.3,14.18,15.5,32.0
Ho Chi Minh City,10.82,106.63,2020-06-16,31.1,24.9,27.1,22.2,14.76,16.6,33.1
Ho Chi Minh City,10.82,106.63,2020-06-17,31.8,24.6,28.0,1.3,21.84,13.0,25.6
Ho Chi Minh City,10.82,106.63,2020-06-18,32.0,24.8,27.6,18.2,20.11,13.1,29.5
Ho Chi Minh City,10.82,106.63,2020-06-19,31.4,25.5,27.7,7.8,18.58,10.8,17.6
Ho Chi Minh City,10.82,106.63,2020-06-20,31.0,25.3,27.4,15.2,17.33,14.0,25.9
Ho Chi Minh City,10.82,106.63,2020-06-21,31.5,25.1,27.4,13.1,17.72,12.4,23.0
Ho Chi Minh City,10.82,106.63,2020-06-22,30.9,24.8,27.3,5.6,16.95,14.7,27.4
Ho Chi Minh City,10.82,106.63,2020-06-23,32.6,25.0,28.3,1.2,21.82,12.7,19.1
Ho Chi Minh City,10.82,106.63,2020-06-24,32.2,25.2,28.1,14.8,22.18,13.6,26.6
Ho Chi Minh City,10.82,106.63,2020-06-25,31.1,24.3,27.0,9.7,17.05,14.1,27.0
Ho Chi Minh City,10.82,106.63,2020-06-26,31.3,24.0,26.8,18.9,17.18,12.1,28.1
Ho Chi Minh City,10.82,106.63,2020-06-27,30.5,24.2,27.2,4.2,17.41,11.7,23.8
Ho Chi Minh City,10.82,106.63,2020-06-28,30.5,24.9,26.7,4.5,15.04,17.8,34.9
Ho Chi Minh City,10.82,106.63,2020-06-29,28.4,24.6,26.1,13.8,10.69,13.8,42.1
Ho Chi Minh City,10.82,106.63,2020-06-30,30.1,24.2,26.2,15.9,7.99,13.6,31.7
Ho Chi Minh City,10.82,106.63,2020-07-01,31.0,24.0,26.9,11.7,15.11,17.3,33.8
Ho Chi Minh City,10.82,106.63,2020-07-02,31.1,25.0,27.1,16.6,18.01,14.4,36.7
Ho Chi Minh City,10.82,106.63,2020-07-03,28.7,25.0,26.3,13.6,10.91,15.3,31.3
Ho Chi Minh City,10.82,106.63,2020-07-04,30.6,23.5,27.1,0.3,18.46,15.6,34.9
Ho Chi Minh City,10.82,106.63,2020-07-05,31.9,24.4,27.5,10.8,21.08,8.6,27.7
Ho Chi Minh City,10.82,106.63,2020-07-06,28.7,24.5,26.5,19.0,14.21,15.6,30.2
Ho Chi Minh City,10.82,106.63,2020-07-07,31.0,24.9,27.7,4.3,21.08,17.1,30.6
Ho Chi Minh City,10.82,106.63,2020-07-08,29.7,24.8,27.2,3.4,12.76,10.5,20.2
Ho Chi Minh City,10.82,106.63,2020-07-09,32.2,24.3,28.2,6.3,22.17,9.7,16.9
Ho Chi Minh City,10.82,106.63,2020-07-10,30.8,25.5,27.3,15.2,16.64,13.6,27.4
Ho Chi Minh City,10.82,106.63,2020-07-11,31.8,24.6,27.0,7.9,17.65,15.5,30.2
Ho Chi Minh City,10.82,106.63,2020-07-12,31.5,24.1,27.0,13.3,19.93,14.0,25.6
Ho Chi Minh City,10.82,106.63,2020-07-13,28.9,24.2,26.5,14.0,11.7,12.4,26.6
Ho Chi Minh City,10.82,106.63,2020-07-14,31.3,24.9,27.8,5.1,21.21,11.7,25.9
Ho Chi Minh City,10.82,106.63,2020-07-15,29.9,24.0,27.2,4.4,14.04,10.0,18.4
Ho Chi Minh City,10.82,106.63,2020-07-16,31.0,25.7,27.9,7.5,18.97,12.9,24.8
Ho Chi Minh City,10.82,106.63,2020-07-17,31.0,25.1,28.0,2.7,18.72,11.7,24.8
Ho Chi Minh City,10.82,106.63,2020-07-18,31.2,25.4,27.7,15.3,20.84,14.7,26.6
Ho Chi Minh City,10.82,106.63,2020-07-19,32.2,24.4,27.9,4.0,21.72,11.5,22.0
Ho Chi Minh City,10.82,106.63,2020-07-20,31.0,24.9,27.8,6.7,20.57,10.2,23.0
Ho Chi Minh City,10.82,106.63,2020-07-21,29.8,24.7,27.3,7.1,15.62,12.0,26.3
Ho Chi Minh City,10.82,106.63,2020-07-22,32.0,25.1,28.1,2.3,21.79,10.7,24.1
Ho Chi Minh City,10.82,106.63,2020-07-23,31.8,25.1,27.7,19.3,20.2,10.4,21.6
Ho Chi Minh City,10.82,106.63,2020-07-24,29.6,25.4,26.8,14.0,13.75,9.0,20.2
Ho Chi Minh City,10.82,106.63,2020-07-25,30.5,24.3,27.4,3.1,19.38,11.4,22.7
Ho Chi Minh City,10.82,106.63,2020-07-26,30.7,25.1,27.8,1.7,19.63,10.3,22.7
Ho Chi Minh City,10.82,106.63,2020-07-27,31.7,24.6,27.8,7.0,20.36,13.4,25.9
Ho Chi Minh City,10.82,106.63,2020-07-28,31.2,24.8,27.1,16.0,17.3,19.1,33.8
Ho Chi Minh City,10.82,106.63,2020-07-29,31.4,24.6,27.1,11.3,19.78,16.6,31.0
Ho Chi Minh City,10.82,106.63,2020-07-30,30.7,24.6,27.3,19.7,18.33,15.4,36.7
Ho Chi Minh City,10.82,106.63,2020-07-31,29.9,25.5,26.8,10.2,8.71,20.0,36.7
Ho Chi Minh City,10.82,106.63,2020-08-01,27.5,24.8,26.0,7.2,9.04,22.9,45.4
Ho Chi Minh City,10.82,106.63,2020-08-02,29.8,24.9,26.8,8.4,15.0,28.9,59.0
Ho Chi Minh City,10.82,106.63,2020-08-03,28.8,24.8,26.5,10.0,12.78,23.7,45.0
Ho Chi Minh City,10.82,106.63,2020-08-04,28.9,24.5,26.6,8.6,8.81,16.1,37.8
Ho Chi Minh City,10.82,106.63,2020-08-05,29.8,24.0,26.4,35.7,14.92,12.5,28.8
Ho Chi Minh City,10.82,106.63,2020-08-06,29.5,24.2,26.2,37.3,13.11,13.0,29.9
Ho Chi Minh City,10.82,106.63,2020-08-07,30.8,24.6,26.9,10.4,17.52,15.1,29.9
Ho Chi Minh City,10.82,106.63,2020-08-08,29.8,24.8,26.7,21.1,14.29,20.9,38.9
Ho Chi Minh City,10.82,106.63,2020-08-09,30.8,24.3,27.1,9.7,18.43,14.7,42.5
Ho Chi Minh City,10.82,106.63,2020-08-10,30.7,25.1,27.2,2.2,14.81,21.3,45.4
Ho Chi Minh City,10.82,106.63,2020-08-11,32.2,24.8,27.7,5.9,19.41,19.1,37.4
Ho Chi Minh City,10.82,106.63,2020-08-12,30.2,24.7,27.4,8.0,14.86,13.6,28.8
Ho Chi Minh City,10.82,106.63,2020-08-13,29.6,24.6,26.5,16.7,13.14,12.6,25.2
Ho Chi Minh City,10.82,106.63,2020-08-14,30.5,24.0,26.4,15.0,16.64,11.2,24.8
Ho Chi Minh City,10.82,106.63,2020-08-15,31.2,23.4,26.9,0.3,15.86,13.4,24.1
Ho Chi Minh City,10.82,106.63,2020-08-16,32.5,24.4,27.8,3.7,22.05,12.9,22.7
Ho Chi Minh City,10.82,106.63,2020-08-17,31.2,24.8,27.5,9.8,19.85,15.2,28.1
Ho Chi Minh City,10.82,106.63,2020-08-18,31.8,24.9,27.5,15.9,18.73,13.3,26.3
Ho Chi Minh City,10.82,106.63,2020-08-19,31.0,24.3,27.2,13.3,18.69,18.2,36.0
Ho Chi Minh City,10.82,106.63,2020-08-20,30.4,24.8,27.2,2.5,11.89,9.3,17.3
Ho Chi Minh City,10.82,106.63,2020-08-21,31.8,24.9,28.1,3.6,19.26,10.5,22.3
Ho Chi Minh City,10.82,106.63,2020-08-22,32.5,25.1,28.5,0.1,22.69,13.0,24.5
Ho Chi Minh City,10.82,106.63,2020-08-23,32.2,25.0,28.1,4.4,20.99,12.2,26.6
Ho Chi Minh City,10.82,106.63,2020-08-24,32.4,24.5,27.9,10.5,22.06,14.4,26.6
Ho Chi Minh City,10.82,106.63,2020-08-25,32.7,25.2,28.7,2.0,21.88,14.0,23.8
Ho Chi Minh City,10.82,106.63,2020-08-26,33.2,25.4,28.8,3.0,23.38,14.0,24.8
Ho Chi Minh City,10.82,106.63,2020-08-27,33.8,25.9,28.8,4.4,22.38,17.8,34.9
Ho Chi Minh City,10.82,106.63,2020-08-28,33.2,25.3,28.6,3.7,21.45,18.5,31.3
Ho Chi Minh City,10.82,106.63,2020-08-29,32.5,25.0,28.2,3.2,20.16,15.6,30.6
Ho Chi Minh City,10.82,106.63,2020-08-30,32.3,24.9,28.0,5.3,20.71,12.3,29.9
Ho Chi Minh City,10.82,106.63,2020-08-31,32.8,25.1,28.3,1.7,21.41,15.2,27.0
Ho Chi Minh City,10.82,106.63,2020-09-01,31.8,25.1,27.6,12.5,16.52,10.5,27.0
Ho Chi Minh City,10.82,106.63,2020-09-02,32.3,25.4,28.1,9.6,21.73,16.4,27.0
Ho Chi Minh City,10.82,106.63,2020-09-03,32.7,24.0,28.0,21.7,22.86,10.9,23.0
Ho Chi Minh City,10.82,106.63,2020-09-04,31.5,25.4,27.6,16.4,19.93,17.6,31.0
Ho Chi Minh City,10.82,106.63,2020-09-05,32.1,24.9,28.2,1.4,22.21,11.1,23.0
Ho Chi Minh City,10.82,106.63,2020-09-06,31.8,25.1,27.5,15.0,19.3,10.5,23.8
Ho Chi Minh City,10.82,106.63,2020-09-07,32.5,24.7,27.8,4.8,22.42,12.6,25.2
Ho Chi Minh City,10.82,106.63,2020-09-08,31.8,24.9,28.0,1.6,18.77,11.6,25.6
Ho Chi Minh City,10.82,106.63,2020-09-09,31.5,25.8,27.9,6.8,20.07,12.9,24.5
Ho Chi Minh City,10.82,106.63,2020-09-10,31.5,24.5,27.5,6.9,20.36,11.8,24.1
Ho Chi Minh City,10.82,106.63,2020-09-11,31.5,25.0,27.5,11.5,19.29,14.2,26.6
Ho Chi Minh City,10.82,106.63,2020-09-12,32.2,24.8,27.4,20.0,20.76,14.7,26.6
Ho Chi Minh City,10.82,106.63,2020-09-13,30.7,24.2,26.8,20.8,17.52,9.2,21.2
